date,visits
NaT-30,7
NaT-31,5
NaT-01,26
NaT-02,39
NaT-03,54
NaT-04,57
NaT-05,43
NaT-06,53
NaT-07,65
NaT-08,60
NaT-09,55
NaT-10,51
NaT-11,28
NaT-12,36
NaT-13,35
NaT-14,12
NaT-15,12
NaT-16,8
NaT-17,10
NaT-18,7
NaT-19,10
NaT-20,10
NaT-21,0
NaT-22,5
NaT-23,6
NaT-24,7
NaT-25,8
NaT-26,11
NaT-27,9
NaT-28,7
NaT-29,2
NaT-30,4
NaT-31,6
NaT-01,3
NaT-02,5
NaT-03,3
NaT-04,6
NaT-05,2
NaT-06,2
NaT-07,4
NaT-08,13
NaT-09,7
NaT-10,3
NaT-11,1
NaT-12,2
NaT-13,3
NaT-14,5
NaT-15,4
NaT-16,1
NaT-17,5
NaT-18,1
NaT-19,3
NaT-20,5
NaT-21,0
NaT-22,0
NaT-23,3
NaT-24,3
NaT-25,1
NaT-26,10
NaT-27,7
NaT-28,2
NaT-29,3
NaT-30,4
NaT-31,5
NaT-01,11
NaT-02,22
NaT-03,15
NaT-04,27
NaT-05,18
NaT-06,13
NaT-07,14
NaT-08,12
NaT-09,12
NaT-10,9
NaT-11,21
NaT-12,11
NaT-13,12
NaT-14,11
NaT-15,8
NaT-16,11
NaT-17,12
NaT-18,18
NaT-19,9
NaT-20,8
NaT-21,8
NaT-22,3
NaT-23,7
NaT-24,6
NaT-25,9
NaT-26,4
NaT-27,6
NaT-28,12
NaT-29,1
NaT-30,5
NaT-31,7
NaT-01,20
NaT-02,15
NaT-03,52
NaT-04,9
NaT-05,18
NaT-06,18
NaT-07,18
NaT-08,16
NaT-09,16
NaT-10,12
NaT-11,14
NaT-12,10
NaT-13,8
NaT-14,6
NaT-15,24
NaT-16,7
NaT-17,16
NaT-18,27
NaT-19,21
NaT-20,6
NaT-21,6
NaT-22,12
NaT-23,4
NaT-24,7
NaT-25,2
NaT-26,7
NaT-27,7
NaT-28,10
NaT-29,1
NaT-30,6
NaT-31,3
NaT-01,9
NaT-02,16
NaT-03,24
NaT-04,15
NaT-05,7
NaT-06,20
NaT-07,4
NaT-08,11
NaT-09,13
NaT-10,4
NaT-11,5
NaT-12,6
NaT-13,3
NaT-14,0
NaT-15,9
NaT-16,5
NaT-17,14
NaT-18,9
NaT-19,6
NaT-20,7
NaT-21,4
NaT-22,4
NaT-23,3
NaT-24,2
NaT-25,7
NaT-26,2
NaT-27,5
NaT-28,3
NaT-29,3
NaT-30,0
NaT-31,3
NaT-01,9
NaT-02,2
NaT-03,4
NaT-04,7
NaT-05,12
NaT-06,10
NaT-07,6
NaT-08,4
NaT-09,6
NaT-10,1
NaT-11,3
NaT-12,5
NaT-13,11
NaT-14,15
NaT-15,12
NaT-16,5
NaT-17,5
NaT-18,9
NaT-19,1
NaT-20,3
NaT-21,4
NaT-22,5
NaT-23,8
NaT-24,0
NaT-25,1
NaT-26,2
NaT-27,2
NaT-28,2
NaT-29,2
NaT-30,1
NaT-31,2
NaT-01,17
NaT-02,0
NaT-03,2
NaT-04,0
NaT-05,6
NaT-06,8
NaT-07,7
NaT-08,7
NaT-09,3
NaT-10,2
NaT-11,4
NaT-12,6
NaT-13,3
NaT-14,2
NaT-15,9
NaT-16,3
NaT-17,6
NaT-18,5
NaT-19,7
NaT-20,4
NaT-21,4
NaT-22,4
NaT-23,8
NaT-24,4
NaT-25,7
NaT-26,6
NaT-27,4
NaT-28,12
NaT-29,3
NaT-30,3
NaT-31,6
NaT-01,16
NaT-02,10
NaT-03,11
NaT-04,15
NaT-05,15
NaT-06,24
NaT-07,3
NaT-08,17
NaT-09,8
NaT-10,9
NaT-11,9
NaT-12,15
NaT-13,12
NaT-14,3
NaT-15,1
NaT-16,1
NaT-17,1
NaT-18,0
NaT-19,1
NaT-20,1
NaT-21,0
NaT-22,0
NaT-23,1
NaT-24,1
NaT-25,3
NaT-26,0
NaT-27,4
NaT-28,2
NaT-29,1
NaT-30,2
NaT-31,3
NaT-01,19
NaT-02,19
NaT-03,9
NaT-04,19
NaT-05,9
NaT-06,12
NaT-07,11
NaT-08,9
NaT-09,8
NaT-10,2
NaT-11,16
NaT-12,5
NaT-13,5
NaT-14,10
NaT-15,9
NaT-16,11
NaT-17,8
NaT-18,8
NaT-19,9
NaT-20,8
NaT-21,8
NaT-22,19
NaT-23,6
NaT-24,13
NaT-25,12
NaT-26,13
NaT-27,12
NaT-28,17
NaT-29,6
NaT-30,6
NaT-31,17
NaT-01,1
NaT-02,1
NaT-03,0
NaT-04,1
NaT-05,2
NaT-06,1
NaT-07,1
NaT-08,4
NaT-09,0
NaT-10,2
NaT-11,1
NaT-12,0
NaT-13,0
NaT-14,0
NaT-15,0
NaT-16,1
NaT-17,0
NaT-18,2
NaT-19,0
NaT-20,1
NaT-21,2
NaT-22,2
NaT-23,1
NaT-24,4
NaT-25,0
NaT-26,2
NaT-27,0
NaT-28,0
NaT-29,1
NaT-30,4
NaT-31,1
NaT-01,4
NaT-02,12
NaT-03,25
NaT-04,15
NaT-05,16
NaT-06,21
NaT-07,10
NaT-08,6
NaT-09,18
NaT-10,10
NaT-11,17
NaT-12,7
NaT-13,15
NaT-14,9
NaT-15,16
NaT-16,12
NaT-17,11
NaT-18,11
NaT-19,8
NaT-20,6
NaT-21,14
NaT-22,11
NaT-23,11
NaT-24,13
NaT-25,11
NaT-26,6
NaT-27,13
NaT-28,11
NaT-29,6
NaT-30,14
NaT-31,10
NaT-01,37
NaT-02,19
NaT-03,39
NaT-04,29
NaT-05,30
NaT-06,25
NaT-07,30
NaT-08,28
NaT-09,17
NaT-10,12
NaT-11,19
NaT-12,9
NaT-13,15
NaT-14,6
NaT-15,12
NaT-16,6
NaT-17,11
NaT-18,5
NaT-19,5
NaT-20,9
NaT-21,6
NaT-22,5
NaT-23,8
NaT-24,10
NaT-25,12
NaT-26,10
NaT-27,10
NaT-28,5
NaT-29,5
NaT-30,9
NaT-31,9
NaT-01,3
NaT-02,6
NaT-03,5
NaT-04,8
NaT-05,8
NaT-06,9
NaT-07,4
NaT-08,4
NaT-09,3
NaT-10,4
NaT-11,6
NaT-12,5
NaT-13,3
NaT-14,4
NaT-15,0
NaT-16,5
NaT-17,2
NaT-18,3
NaT-19,0
NaT-20,0
NaT-21,1
NaT-22,1
NaT-23,3
NaT-24,0
NaT-25,2
NaT-26,2
NaT-27,1
NaT-28,0
NaT-29,0
NaT-30,1
NaT-31,4
NaT-01,5
NaT-02,3
NaT-03,6
NaT-04,5
NaT-05,8
NaT-06,8
NaT-07,6
NaT-08,7
NaT-09,7
NaT-10,8
NaT-11,3
NaT-12,5
NaT-13,6
NaT-14,3
NaT-15,8
NaT-16,4
NaT-17,4
NaT-18,4
NaT-19,0
NaT-20,4
NaT-21,4
NaT-22,4
NaT-23,5
NaT-24,3
NaT-25,7
NaT-26,2
NaT-27,0
NaT-28,4
NaT-29,0
NaT-30,0
NaT-31,3
NaT-01,8
NaT-02,22
NaT-03,14
NaT-04,17
NaT-05,23
NaT-06,17
NaT-07,15
NaT-08,11
NaT-09,16
NaT-10,13
NaT-11,24
NaT-12,13
NaT-13,16
NaT-14,5
NaT-15,12
NaT-16,8
NaT-17,8
NaT-18,8
NaT-19,5
NaT-20,6
NaT-21,7
NaT-22,4
NaT-23,6
NaT-24,12
NaT-25,10
NaT-26,10
NaT-27,2
NaT-28,5
NaT-29,4
NaT-30,5
NaT-31,6
NaT-01,2
NaT-02,4
NaT-03,6
NaT-04,0
NaT-05,2
NaT-06,1
NaT-07,2
NaT-08,4
NaT-09,3
NaT-10,6
NaT-11,2
NaT-12,2
NaT-13,5
NaT-14,2
NaT-15,1
NaT-16,2
NaT-17,2
NaT-18,1
NaT-19,3
NaT-20,3
NaT-21,1
NaT-22,0
NaT-23,1
NaT-24,0
NaT-25,3
NaT-26,4
NaT-27,4
NaT-28,1
NaT-29,0
NaT-30,1
NaT-31,0
NaT-01,17
NaT-02,22
NaT-03,20
NaT-04,13
NaT-05,12
NaT-06,21
NaT-07,18
NaT-08,20
NaT-09,12
NaT-10,12
NaT-11,12
NaT-12,14
NaT-13,7
NaT-14,14
NaT-15,18
NaT-16,13
NaT-17,8
NaT-18,16
NaT-19,19
NaT-20,8
NaT-21,14
NaT-22,17
NaT-23,19
NaT-24,17
NaT-25,28
NaT-26,17
NaT-27,16
NaT-28,12
NaT-29,16
NaT-30,8
NaT-31,10
NaT-01,14
NaT-02,2
NaT-03,7
NaT-04,2
NaT-05,9
NaT-06,1
NaT-07,20
NaT-08,19
NaT-09,1
NaT-10,0
NaT-11,3
NaT-12,1
NaT-13,0
NaT-14,0
NaT-15,1
NaT-16,0
NaT-17,3
NaT-18,0
NaT-19,0
NaT-20,0
NaT-21,0
NaT-22,3
NaT-23,1
NaT-24,0
NaT-25,1
NaT-26,1
NaT-27,0
NaT-28,0
NaT-29,0
NaT-30,3
NaT-31,1
NaT-01,32
NaT-02,30
NaT-03,35
NaT-04,53
NaT-05,29
NaT-06,30
NaT-07,34
NaT-08,52
NaT-09,28
NaT-10,30
NaT-11,42
NaT-12,26
NaT-13,23
NaT-14,27
NaT-15,36
NaT-16,33
NaT-17,29
NaT-18,26
NaT-19,26
NaT-20,24
NaT-21,33
NaT-22,49
NaT-23,23
NaT-24,16
NaT-25,33
NaT-26,22
NaT-27,30
NaT-28,15
NaT-29,24
NaT-30,18
NaT-31,11
NaT-01,3
NaT-02,9
NaT-03,8
NaT-04,7
NaT-05,13
NaT-06,8
NaT-07,8
NaT-08,4
NaT-09,7
NaT-10,2
NaT-11,8
NaT-12,4
NaT-13,4
NaT-14,3
NaT-15,7
NaT-16,6
NaT-17,1
NaT-18,4
NaT-19,2
NaT-20,1
NaT-21,0
NaT-22,1
NaT-23,3
NaT-24,3
NaT-25,2
NaT-26,1
NaT-27,1
NaT-28,0
NaT-29,2
NaT-30,1
NaT-31,5
NaT-01,543
NaT-02,389
NaT-03,428
NaT-04,393
NaT-05,449
NaT-06,356
NaT-07,657
NaT-08,646
NaT-09,400
NaT-10,219
NaT-11,403
NaT-12,217
NaT-13,208
NaT-14,175
NaT-15,300
NaT-16,86
NaT-17,168
NaT-18,215
NaT-19,170
NaT-20,159
NaT-21,206
NaT-22,180
NaT-23,168
NaT-24,157
NaT-25,187
NaT-26,155
NaT-27,148
NaT-28,146
NaT-29,190
NaT-30,150
NaT-31,176
NaT-01,21
NaT-02,18
NaT-03,21
NaT-04,13
NaT-05,15
NaT-06,23
NaT-07,27
NaT-08,9
NaT-09,15
NaT-10,11
NaT-11,15
NaT-12,15
NaT-13,11
NaT-14,1
NaT-15,7
NaT-16,5
NaT-17,0
NaT-18,4
NaT-19,11
NaT-20,6
NaT-21,3
NaT-22,3
NaT-23,3
NaT-24,1
NaT-25,4
NaT-26,4
NaT-27,5
NaT-28,9
NaT-29,3
NaT-30,3
NaT-31,6
NaT-01,36
NaT-02,29
NaT-03,119
NaT-04,102
NaT-05,114
NaT-06,108
NaT-07,118
NaT-08,96
NaT-09,100
NaT-10,43
NaT-11,44
NaT-12,56
NaT-13,32
NaT-14,36
NaT-15,42
NaT-16,26
NaT-17,34
NaT-18,37
NaT-19,28
NaT-20,23
NaT-21,25
NaT-22,41
NaT-23,26
NaT-24,13
NaT-25,17
NaT-26,15
NaT-27,15
NaT-28,8
NaT-29,24
NaT-30,14
NaT-31,23
NaT-01,11
NaT-02,1
NaT-03,12
NaT-04,13
NaT-05,9
NaT-06,12
NaT-07,10
NaT-08,7
NaT-09,14
NaT-10,12
NaT-11,10
NaT-12,6
NaT-13,13
NaT-14,5
NaT-15,6
NaT-16,6
NaT-17,5
NaT-18,3
NaT-19,8
NaT-20,5
NaT-21,2
NaT-22,5
NaT-23,2
NaT-24,6
NaT-25,4
NaT-26,4
NaT-27,5
NaT-28,3
NaT-29,2
NaT-30,5
NaT-31,2
NaT-01,18
NaT-02,3
NaT-03,10
NaT-04,6
NaT-05,2
NaT-06,9
NaT-07,2
NaT-08,10
NaT-09,4
NaT-10,10
NaT-11,5
NaT-12,6
NaT-13,0
NaT-14,2
NaT-15,1
NaT-16,0
NaT-17,2
NaT-18,1
NaT-19,0
NaT-20,2
NaT-21,0
NaT-22,0
NaT-23,2
NaT-24,2
NaT-25,1
NaT-26,0
NaT-27,0
NaT-28,0
NaT-29,0
NaT-30,0
NaT-31,0
NaT-01,36
NaT-02,27
NaT-03,14
NaT-04,27
NaT-05,28
NaT-06,27
NaT-07,32
NaT-08,21
NaT-09,27
NaT-10,10
NaT-11,21
NaT-12,10
NaT-13,3
NaT-14,6
NaT-15,14
NaT-16,9
NaT-17,15
NaT-18,17
NaT-19,4
NaT-20,7
NaT-21,3
NaT-22,8
NaT-23,8
NaT-24,12
NaT-25,8
NaT-26,8
NaT-27,3
NaT-28,2
NaT-29,2
NaT-30,6
NaT-31,3
NaT-01,3
NaT-02,0
NaT-03,5
NaT-04,2
NaT-05,4
NaT-06,2
NaT-07,1
NaT-08,0
NaT-09,3
NaT-10,2
NaT-11,0
NaT-12,2
NaT-13,1
NaT-14,1
NaT-15,1
NaT-16,3
NaT-17,3
NaT-18,1
NaT-19,2
NaT-20,0
NaT-21,0
NaT-22,0
NaT-23,0
NaT-24,1
NaT-25,4
NaT-26,0
NaT-27,1
NaT-28,0
NaT-29,0
NaT-30,2
NaT-31,1
NaT-01,11
NaT-02,12
NaT-03,7
NaT-04,10
NaT-05,8
NaT-06,13
NaT-07,13
NaT-08,11
NaT-09,15
NaT-10,11
NaT-11,10
NaT-12,10
NaT-13,10
NaT-14,9
NaT-15,11
NaT-16,7
NaT-17,7
NaT-18,9
NaT-19,11
NaT-20,5
NaT-21,5
NaT-22,5
NaT-23,7
NaT-24,11
NaT-25,18
NaT-26,5
NaT-27,11
NaT-28,5
NaT-29,12
NaT-30,5
NaT-31,7
NaT-01,2
NaT-02,1
NaT-03,2
NaT-04,1
NaT-05,3
NaT-06,0
NaT-07,0
NaT-08,0
NaT-09,1
NaT-10,2
NaT-11,2
NaT-12,1
NaT-13,4
NaT-14,0
NaT-15,0
NaT-16,2
NaT-17,0
NaT-18,0
NaT-19,0
NaT-20,1
NaT-21,0
NaT-22,0
NaT-23,0
NaT-24,0
NaT-25,0
NaT-26,0
NaT-27,0
NaT-28,0
NaT-29,0
NaT-30,0
NaT-31,2
NaT-01,21
NaT-02,25
NaT-03,27
NaT-04,35
NaT-05,19
NaT-06,47
NaT-07,45
NaT-08,46
NaT-09,24
NaT-10,10
NaT-11,31
NaT-12,14
NaT-13,24
NaT-14,32
NaT-15,27
NaT-16,18
NaT-17,27
NaT-18,33
NaT-19,28
NaT-20,14
NaT-21,29
NaT-22,26
NaT-23,23
NaT-24,25
NaT-25,28
NaT-26,14
NaT-27,24
NaT-28,19
NaT-29,24
NaT-30,26
NaT-31,12
NaT-01,4
NaT-02,3
NaT-03,5
NaT-04,6
NaT-05,7
NaT-06,3
NaT-07,4
NaT-08,7
NaT-09,7
NaT-10,5
NaT-11,6
NaT-12,5
NaT-13,8
NaT-14,9
NaT-15,3
NaT-16,5
NaT-17,10
NaT-18,3
NaT-19,10
NaT-20,9
NaT-21,7
NaT-22,2
NaT-23,6
NaT-24,9
NaT-25,10
NaT-26,8
NaT-27,10
NaT-28,5
NaT-29,0
NaT-30,5
NaT-31,4
NaT-01,9
NaT-02,10
NaT-03,31
NaT-04,8
NaT-05,5
NaT-06,5
NaT-07,7
NaT-08,12
NaT-09,3
NaT-10,8
NaT-11,8
NaT-12,4
NaT-13,7
NaT-14,4
NaT-15,2
NaT-16,1
NaT-17,2
NaT-18,6
NaT-19,8
NaT-20,6
NaT-21,2
NaT-22,7
NaT-23,10
NaT-24,9
NaT-25,4
NaT-26,3
NaT-27,5
NaT-28,15
NaT-29,7
NaT-30,12
NaT-31,7
NaT-01,2
NaT-02,0
NaT-03,3
NaT-04,1
NaT-05,1
NaT-06,2
NaT-07,1
NaT-08,2
NaT-09,2
NaT-10,1
NaT-11,5
NaT-12,1
NaT-13,3
NaT-14,0
NaT-15,2
NaT-16,1
NaT-17,1
NaT-18,1
NaT-19,0
NaT-20,0
NaT-21,1
NaT-22,1
NaT-23,0
NaT-24,1
NaT-25,1
NaT-26,1
NaT-27,0
NaT-28,0
NaT-29,1
NaT-30,0
NaT-31,1
NaT-01,7
NaT-02,87
NaT-03,69
NaT-04,97
NaT-05,76
NaT-06,73
NaT-07,11
NaT-08,8
NaT-09,72
NaT-10,56
NaT-11,73
NaT-12,46
NaT-13,67
NaT-14,14
NaT-15,13
NaT-16,40
NaT-17,31
NaT-18,26
NaT-19,29
NaT-20,14
NaT-21,5
NaT-22,2
NaT-23,20
NaT-24,16
NaT-25,16
NaT-26,13
NaT-27,14
NaT-28,5
NaT-29,4
NaT-30,16
NaT-31,19
NaT-01,1
NaT-02,9
NaT-03,8
NaT-04,7
NaT-05,9
NaT-06,11
NaT-07,7
NaT-08,3
NaT-09,6
NaT-10,7
NaT-11,4
NaT-12,4
NaT-13,2
NaT-14,6
NaT-15,0
NaT-16,2
NaT-17,4
NaT-18,4
NaT-19,7
NaT-20,4
NaT-21,3
NaT-22,2
NaT-23,5
NaT-24,5
NaT-25,8
NaT-26,4
NaT-27,4
NaT-28,2
NaT-29,4
NaT-30,2
NaT-31,3
NaT-01,5
NaT-02,3
NaT-03,0
NaT-04,0
NaT-05,3
NaT-06,6
NaT-07,4
NaT-08,2
NaT-09,1
NaT-10,0
NaT-11,0
NaT-12,4
NaT-13,5
NaT-14,1
NaT-15,0
NaT-16,0
NaT-17,3
NaT-18,6
NaT-19,1
NaT-20,3
NaT-21,2
NaT-22,1
NaT-23,2
NaT-24,5
NaT-25,2
NaT-26,4
NaT-27,3
NaT-28,5
NaT-29,0
NaT-30,0
NaT-31,0
NaT-01,13
NaT-02,7
NaT-03,8
NaT-04,9
NaT-05,12
NaT-06,4
NaT-07,8
NaT-08,8
NaT-09,8
NaT-10,6
NaT-11,2
NaT-12,5
NaT-13,6
NaT-14,8
NaT-15,7
NaT-16,3
NaT-17,10
NaT-18,8
NaT-19,7
NaT-20,8
NaT-21,7
NaT-22,10
NaT-23,8
NaT-24,4
NaT-25,6
NaT-26,12
NaT-27,9
NaT-28,6
NaT-29,6
NaT-30,7
NaT-31,8
NaT-01,3
NaT-02,3
NaT-03,1
NaT-04,3
NaT-05,7
NaT-06,4
NaT-07,5
NaT-08,3
NaT-09,2
NaT-10,5
NaT-11,2
NaT-12,2
NaT-13,6
NaT-14,5
NaT-15,2
NaT-16,7
NaT-17,4
NaT-18,4
NaT-19,6
NaT-20,5
NaT-21,2
NaT-22,1
NaT-23,6
NaT-24,3
NaT-25,1
NaT-26,4
NaT-27,4
NaT-28,6
NaT-29,2
NaT-30,3
NaT-31,4
NaT-01,5
NaT-02,17
NaT-03,19
NaT-04,14
NaT-05,12
NaT-06,21
NaT-07,35
NaT-08,6
NaT-09,18
NaT-10,17
NaT-11,9
NaT-12,7
NaT-13,14
NaT-14,6
NaT-15,5
NaT-16,13
NaT-17,16
NaT-18,6
NaT-19,6
NaT-20,6
NaT-21,3
NaT-22,6
NaT-23,8
NaT-24,10
NaT-25,8
NaT-26,4
NaT-27,10
NaT-28,5
NaT-29,4
NaT-30,8
NaT-31,14
NaT-01,7
NaT-02,9
NaT-03,21
NaT-04,5
NaT-05,9
NaT-06,16
NaT-07,11
NaT-08,13
NaT-09,9
NaT-10,7
NaT-11,6
NaT-12,5
NaT-13,10
NaT-14,8
NaT-15,9
NaT-16,7
NaT-17,2
NaT-18,12
NaT-19,4
NaT-20,6
NaT-21,5
NaT-22,7
NaT-23,5
NaT-24,6
NaT-25,7
NaT-26,2
NaT-27,2
NaT-28,5
NaT-29,3
NaT-30,1
NaT-31,1
NaT-01,0
NaT-02,0
NaT-03,0
NaT-04,1
NaT-05,1
NaT-06,1
NaT-07,1
NaT-08,0
NaT-09,0
NaT-10,0
NaT-11,0
NaT-12,0
NaT-13,1
NaT-14,2
NaT-15,1
NaT-16,3
NaT-17,0
NaT-18,4
NaT-19,0
NaT-20,0
NaT-21,0
NaT-22,0
NaT-23,0
NaT-24,0
NaT-25,0
NaT-26,0
NaT-27,0
NaT-28,1
NaT-29,1
NaT-30,0
NaT-31,1
NaT-01,9
NaT-02,8
NaT-03,4
NaT-04,2
NaT-05,5
NaT-06,2
NaT-07,3
NaT-08,3
NaT-09,5
NaT-10,3
NaT-11,4
NaT-12,4
NaT-13,1
NaT-14,6
NaT-15,3
NaT-16,4
NaT-17,3
NaT-18,1
NaT-19,8
NaT-20,2
NaT-21,3
NaT-22,3
NaT-23,5
NaT-24,0
NaT-25,1
NaT-26,2
NaT-27,4
NaT-28,11
NaT-29,11
NaT-30,3
NaT-31,2
NaT-01,12
NaT-02,8
NaT-03,6
NaT-04,5
NaT-05,17
NaT-06,7
NaT-07,11
NaT-08,23
NaT-09,10
NaT-10,4
NaT-11,14
NaT-12,6
NaT-13,4
NaT-14,6
NaT-15,10
NaT-16,5
NaT-17,9
NaT-18,3
NaT-19,5
NaT-20,4
NaT-21,4
NaT-22,8
NaT-23,1
NaT-24,9
NaT-25,10
NaT-26,4
NaT-27,8
NaT-28,10
NaT-29,11
NaT-30,12
NaT-31,12
NaT-01,17
NaT-02,13
NaT-03,16
NaT-04,15
NaT-05,15
NaT-06,16
NaT-07,15
NaT-08,11
NaT-09,19
NaT-10,25
NaT-11,11
NaT-12,23
NaT-13,4
NaT-14,12
NaT-15,12
NaT-16,6
NaT-17,13
NaT-18,15
NaT-19,12
NaT-20,12
NaT-21,11
NaT-22,13
NaT-23,16
NaT-24,18
NaT-25,15
NaT-26,15
NaT-27,25
NaT-28,13
NaT-29,14
NaT-30,10
NaT-31,18
NaT-01,107
NaT-02,115
NaT-03,11978
NaT-04,10301
NaT-05,1799
NaT-06,2364
NaT-07,1960
NaT-08,1944
NaT-09,1990
NaT-10,2127
NaT-11,2200
NaT-12,572
NaT-13,362
NaT-14,459
NaT-15,518
NaT-16,337
NaT-17,426
NaT-18,375
NaT-19,121
NaT-20,102
NaT-21,98
NaT-22,140
NaT-23,119
NaT-24,87
NaT-25,101
NaT-26,115
NaT-27,108
NaT-28,78
NaT-29,78
NaT-30,110
NaT-31,74
NaT-01,1
NaT-02,2
NaT-03,2
NaT-04,1
NaT-05,4
NaT-06,5
NaT-07,3
NaT-08,1
NaT-09,6
NaT-10,0
NaT-11,3
NaT-12,3
NaT-13,2
NaT-14,2
NaT-15,1
NaT-16,0
NaT-17,5
NaT-18,0
NaT-19,1
NaT-20,1
NaT-21,0
NaT-22,0
NaT-23,0
NaT-24,2
NaT-25,0
NaT-26,2
NaT-27,1
NaT-28,0
NaT-29,0
NaT-30,1
NaT-31,0
NaT-01,0
NaT-02,1
NaT-03,1
NaT-04,1
NaT-05,0
NaT-06,0
NaT-07,1
NaT-08,5
NaT-09,2
NaT-10,0
NaT-11,1
NaT-12,0
NaT-13,0
NaT-14,0
NaT-15,0
NaT-16,0
NaT-17,1
NaT-18,1
NaT-19,0
NaT-20,1
NaT-21,3
NaT-22,1
NaT-23,0
NaT-24,0
NaT-25,0
NaT-26,0
NaT-27,1
NaT-28,1
NaT-29,0
NaT-30,0
NaT-31,0
NaT-01,33
NaT-02,24
NaT-03,24
NaT-04,21
NaT-05,39
NaT-06,34
NaT-07,40
NaT-08,26
NaT-09,24
NaT-10,14
NaT-11,31
NaT-12,15
NaT-13,18
NaT-14,8
NaT-15,7
NaT-16,12
NaT-17,19
NaT-18,21
NaT-19,19
NaT-20,11
NaT-21,9
NaT-22,7
NaT-23,17
NaT-24,16
NaT-25,22
NaT-26,20
NaT-27,15
NaT-28,10
NaT-29,10
NaT-30,9
NaT-31,10
NaT-01,7
NaT-02,3
NaT-03,5
NaT-04,7
NaT-05,4
NaT-06,8
NaT-07,1
NaT-08,4
NaT-09,2
NaT-10,5
NaT-11,3
NaT-12,6
NaT-13,2
NaT-14,2
NaT-15,4
NaT-16,1
NaT-17,1
NaT-18,0
NaT-19,2
NaT-20,2
NaT-21,3
NaT-22,3
NaT-23,6
NaT-24,5
NaT-25,3
NaT-26,1
NaT-27,4
NaT-28,1
NaT-29,1
NaT-30,1
NaT-31,3
NaT-01,19
NaT-02,37
NaT-03,26
NaT-04,24
NaT-05,18
NaT-06,25
NaT-07,22
NaT-08,16
NaT-09,41
NaT-10,31
NaT-11,25
NaT-12,38
NaT-13,21
NaT-14,18
NaT-15,15
NaT-16,26
NaT-17,36
NaT-18,33
NaT-19,28
NaT-20,15
NaT-21,11
NaT-22,8
NaT-23,25
NaT-24,21
NaT-25,21
NaT-26,14
NaT-27,25
NaT-28,11
NaT-29,9
NaT-30,18
NaT-31,29
NaT-01,0
NaT-02,4
NaT-03,2
NaT-04,1
NaT-05,0
NaT-06,3
NaT-07,0
NaT-08,1
NaT-09,1
NaT-10,4
NaT-11,1
NaT-12,0
NaT-13,4
NaT-14,0
NaT-15,0
NaT-16,0
NaT-17,1
NaT-18,0
NaT-19,1
NaT-20,1
NaT-21,0
NaT-22,0
NaT-23,2
NaT-24,1
NaT-25,0
NaT-26,0
NaT-27,0
NaT-28,1
NaT-29,1
NaT-30,1
NaT-31,0
NaT-01,8
NaT-02,14
NaT-03,37
NaT-04,20
NaT-05,9
NaT-06,9
NaT-07,15
NaT-08,4
NaT-09,10
NaT-10,3
NaT-11,9
NaT-12,5
NaT-13,1
NaT-14,4
NaT-15,4
NaT-16,1
NaT-17,2
NaT-18,9
NaT-19,5
NaT-20,1
NaT-21,3
NaT-22,10
NaT-23,2
NaT-24,5
NaT-25,12
NaT-26,5
NaT-27,15
NaT-28,10
NaT-29,6
NaT-30,4
NaT-31,8
NaT-01,15
NaT-02,86
NaT-03,76
NaT-04,93
NaT-05,71
NaT-06,79
NaT-07,19
NaT-08,20
NaT-09,78
NaT-10,60
NaT-11,79
NaT-12,74
NaT-13,55
NaT-14,5
NaT-15,4
NaT-16,10
NaT-17,15
NaT-18,13
NaT-19,13
NaT-20,13
NaT-21,5
NaT-22,6
NaT-23,13
NaT-24,16
NaT-25,12
NaT-26,18
NaT-27,13
NaT-28,5
NaT-29,5
NaT-30,8
NaT-31,11
NaT-01,7
NaT-02,5
NaT-03,3
NaT-04,4
NaT-05,1
NaT-06,2
NaT-07,20
NaT-08,4
NaT-09,4
NaT-10,0
NaT-11,3
NaT-12,2
NaT-13,0
NaT-14,0
NaT-15,6
NaT-16,3
NaT-17,1
NaT-18,0
NaT-19,2
NaT-20,0
NaT-21,1
NaT-22,0
NaT-23,4
NaT-24,2
NaT-25,1
NaT-26,1
NaT-27,0
NaT-28,1
NaT-29,0
NaT-30,3
NaT-31,3
NaT-01,0
NaT-02,2
NaT-03,7
NaT-04,3
NaT-05,2
NaT-06,6
NaT-07,2
NaT-08,2
NaT-09,5
NaT-10,2
NaT-11,3
NaT-12,3
NaT-13,3
NaT-14,2
NaT-15,0
NaT-16,3
NaT-17,4
NaT-18,3
NaT-19,2
NaT-20,0
NaT-21,0
NaT-22,0
NaT-23,1
NaT-24,1
NaT-25,3
NaT-26,1
NaT-27,0
NaT-28,0
NaT-29,0
NaT-30,1
NaT-31,1
NaT-01,14
NaT-02,48
NaT-03,32
NaT-04,37
NaT-05,35
NaT-06,33
NaT-07,27
NaT-08,17
NaT-09,34
NaT-10,26
NaT-11,30
NaT-12,28
NaT-13,30
NaT-14,18
NaT-15,20
NaT-16,16
NaT-17,24
NaT-18,24
NaT-19,27
NaT-20,9
NaT-21,19
NaT-22,41
NaT-23,26
NaT-24,23
NaT-25,22
NaT-26,17
NaT-27,24
NaT-28,33
NaT-29,17
NaT-30,20
NaT-31,18
NaT-01,3
NaT-02,0
NaT-03,7
NaT-04,2
NaT-05,0
NaT-06,1
NaT-07,1
NaT-08,0
NaT-09,1
NaT-10,0
